customer_key,customer_name,age,age_group,customer_segment,total_sales,total_orders,total_quantity,total_products,last_order,recency,lifespan,avg_order_value,avg_monthly_sales
11756,Robert Foster,73,65 and Above,New,194,1,3,3,2013-09-12,144,0,194,194
11757,Christian Brown,73,65 and Above,New,5,1,1,1,2013-12-12,141,0,5,5
11758,Jon Nath,72,65 and Above,New,70,1,3,3,2013-05-01,148,0,70,70
11759,Savannah Peterson,73,65 and Above,New,94,1,4,4,2014-01-16,140,0,94,94
11760,Katherine Jackson,66,65 and Above,New,563,1,4,4,2013-04-04,149,0,563,563
11761,Julia Ramirez,71,65 and Above,New,37,1,3,3,2013-06-18,147,0,37,37
11762,Hunter Chen,71,65 and Above,New,549,1,2,2,2013-04-20,149,0,549,549
11763,Eduardo Price,71,65 and Above,New,70,1,3,3,2013-09-18,144,0,70,70
11764,Melissa Diaz,72,65 and Above,New,94,1,4,4,2013-09-28,144,0,94,94
11765,Rebecca Gonzalez,71,65 and Above,New,70,1,3,3,2013-10-09,143,0,70,70
11766,Chase Brooks,72,65 and Above,New,30,1,1,1,2013-09-03,144,0,30,30
11767,Luis Collins,70,65 and Above,VIP,5978,2,5,5,2013-09-10,144,26,2989,229
11768,Cassidy Hayes,70,65 and Above,New,30,1,1,1,2013-05-20,148,0,30,30
11769,Luis Hernandez,71,65 and Above,New,70,1,3,3,2013-03-25,150,0,70,70
11770,Aaron Zhang,70,65 and Above,New,600,1,4,4,2013-04-19,149,0,600,600
11771,Benjamin Martin,70,65 and Above,New,30,1,1,1,2013-06-08,147,0,30,30
11772,Chloe Morgan,70,65 and Above,New,540,1,1,1,2013-07-20,146,0,540,540
11773,Mason King,69,65 and Above,New,77,1,3,3,2014-01-08,140,0,77,77
11774,Erin Watson,69,65 and Above,New,5,1,1,1,2013-03-23,150,0,5,5
11775,Autumn Zhang,64,50-64,New,216,1,4,4,2013-10-29,143,0,216,216
11776,Caleb Alexander,69,65 and Above,New,30,1,1,1,2013-12-25,141,0,30,30
11777,Madison Martinez,69,65 and Above,New,37,1,3,3,2013-07-03,146,0,37,37
11778,Julia Perry,70,65 and Above,New,70,1,3,3,2013-05-30,148,0,70,70
11779,Tyler Garcia,69,65 and Above,New,194,1,3,3,2013-06-05,147,0,194,194
11780,Monique Dominguez,68,65 and Above,New,722,1,4,4,2013-04-24,149,0,722,722
11781,Lance Ruiz,68,65 and Above,New,30,1,1,1,2014-01-14,140,0,30,30
11782,Jennifer Rogers,69,65 and Above,New,722,1,4,4,2013-04-21,149,0,722,722
11783,Hunter Powell,69,65 and Above,New,37,1,3,3,2014-01-07,140,0,37,37
11784,Dakota Wood,69,65 and Above,New,567,1,4,4,2013-07-22,146,0,567,567
11785,Isaac Green,67,65 and Above,New,70,1,3,3,2013-09-09,144,0,70,70
11786,Nicholas Jackson,62,50-64,New,564,1,2,2,2013-07-08,146,0,564,564
11787,Oscar Perry,68,65 and Above,VIP,6029,2,3,3,2013-01-01,152,18,3014,334
11788,Wyatt Goldstein,67,65 and Above,New,37,1,3,3,2013-11-02,142,0,37,37
11789,Andrea Sanchez,68,65 and Above,New,620,1,4,4,2013-07-05,146,0,620,620
11790,Jordan Jenkins,67,65 and Above,New,604,1,4,4,2013-07-13,146,0,604,604
11791,Richard Taylor,67,65 and Above,New,575,1,2,2,2013-07-17,146,0,575,575
11792,Luke Phillips,68,65 and Above,New,575,1,2,2,2013-07-25,146,0,575,575
11793,Taylor Jenkins,68,65 and Above,New,600,1,4,4,2013-04-23,149,0,600,600
11794,Thomas Carter,56,50-64,New,70,1,3,3,2013-08-09,145,0,70,70
11795,Antonio Jenkins,67,65 and Above,New,70,1,3,3,2013-09-24,144,0,70,70
11796,Kelli Deng,45,36-49,New,27,1,2,2,2013-03-04,150,0,27,27
11797,Tara Yuan,52,50-64,New,68,1,3,3,2013-02-21,151,0,68,68
11798,Brad Nath,63,50-64,New,49,1,3,3,2013-05-16,148,0,49,49
11799,Leonard She,63,50-64,New,2310,1,3,3,2013-12-20,141,0,2310,2310
11800,Heidi Fernandez,62,50-64,New,25,1,1,1,2013-05-07,148,0,25,25
11801,Riley Alexander,64,50-64,New,35,1,2,2,2013-11-23,142,0,35,35
11802,Dwayne Alvarez,65,65 and Above,New,2360,1,3,3,2013-12-08,141,0,2360,2360
11803,Alicia Raje,64,50-64,New,5,1,1,1,2013-09-13,144,0,5,5
11804,Ann Van,59,50-64,New,5,1,1,1,2014-01-21,140,0,5,5
11805,Marshall Shan,65,65 and Above,New,2365,1,3,3,2013-12-20,141,0,2365,2365
11806,Kelly Butler,65,65 and Above,New,54,1,2,2,2013-04-06,149,0,54,54
11807,Cristina Goel,75,65 and Above,New,4,1,1,1,2013-12-06,141,0,4,4
11808,Crystal Sun,76,65 and Above,New,39,1,2,2,2013-10-15,143,0,39,39
11809,Cindy Garcia,76,65 and Above,New,72,1,5,5,2014-01-12,140,0,72,72
11810,Ebony Suri,76,65 and Above,New,2478,1,2,2,2013-01-19,152,0,2478,2478
11811,Martin Sara,75,65 and Above,New,39,1,2,2,2013-12-30,141,0,39,39
11812,Nathaniel Sanchez,75,65 and Above,New,2355,1,2,2,2013-12-22,141,0,2355,2355
11813,Brent Stone,75,65 and Above,New,35,1,2,2,2013-11-17,142,0,35,35
11814,Destiny Washington,74,65 and Above,New,32,1,2,2,2013-08-14,145,0,32,32
11815,Jerry Deng,74,65 and Above,New,120,1,4,4,2013-10-27,143,0,120,120
11816,Edwin Kumar,74,65 and Above,New,5,1,1,1,2013-03-24,150,0,5,5
11817,Margaret Wang,73,65 and Above,New,13,1,2,2,2013-08-28,145,0,13,13
11818,Erica Cai,74,65 and Above,New,2341,1,5,5,2013-12-13,141,0,2341,2341
11819,Calvin Nath,74,65 and Above,New,2401,1,6,6,2013-12-13,141,0,2401,2401
11820,Janet Ruiz,74,65 and Above,New,57,1,3,3,2013-01-29,152,0,57,57
11821,Daisy Alvarez,67,65 and Above,New,35,1,2,2,2013-08-16,145,0,35,35
11822,Alex Nelson,65,65 and Above,New,29,1,2,2,2014-01-25,140,0,29,29
11823,Wendy Munoz,66,65 and Above,New,39,1,2,2,2013-06-07,147,0,39,39
11824,Devin Anderson,66,65 and Above,New,2476,1,2,2,2012-12-31,153,0,2476,2476
11825,Isabel Alexander,66,65 and Above,New,44,1,3,3,2013-09-10,144,0,44,44
11826,April Nath,62,50-64,New,2305,1,2,2,2013-12-14,141,0,2305,2305
11827,Kelli Zeng,68,65 and Above,New,79,1,4,4,2013-09-06,144,0,79,79
11828,Christian Russell,67,65 and Above,New,35,1,2,2,2013-03-15,150,0,35,35
11829,Clayton Gao,68,65 and Above,New,90,1,3,3,2013-06-07,147,0,90,90
11830,Francisco Suri,70,65 and Above,New,2451,1,2,2,2013-01-14,152,0,2451,2451
11831,Chelsea Chandra,70,65 and Above,New,5,1,1,1,2013-12-05,141,0,5,5
11832,Lee Travers,70,65 and Above,New,14,1,3,3,2013-12-27,141,0,14,14
11833,Victor Ruiz,71,65 and Above,New,40,1,2,2,2013-05-01,148,0,40,40
11834,Martin Gonzalez,72,65 and Above,New,14,1,2,2,2013-03-13,150,0,14,14
11835,Bruce Prasad,66,65 and Above,New,29,1,2,2,2013-10-23,143,0,29,29
11836,Darryl Zhou,73,65 and Above,New,13,1,2,2,2013-09-06,144,0,13,13
11837,Alan Zhang,72,65 and Above,New,39,1,2,2,2013-03-14,150,0,39,39
11838,Michele Sai,73,65 and Above,New,2335,1,3,3,2013-12-08,141,0,2335,2335
11839,Sergio Chandra,67,65 and Above,New,70,1,3,3,2013-09-12,144,0,70,70
11840,Cedric Rai,72,65 and Above,New,30,1,1,1,2013-07-18,146,0,30,30
11841,Brandy Mehta,39,36-49,New,39,1,4,4,2013-02-05,151,0,39,39
11842,Dominic Sullivan,44,36-49,New,37,1,2,2,2013-10-21,143,0,37,37
11843,Douglas Martinez,43,36-49,New,35,1,1,1,2013-03-05,150,0,35,35
11844,Michele Nara,44,36-49,New,86,1,4,4,2013-06-17,147,0,86,86
11845,Tiffany Lu,43,36-49,New,49,1,3,3,2013-04-12,149,0,49,49
11846,Marie Arun,43,36-49,New,40,1,2,2,2013-03-31,150,0,40,40
11847,Jake Chen,44,36-49,Regular,4634,2,3,3,2013-12-26,141,19,2317,243
11848,Frank Gutierrez,45,36-49,New,75,1,3,3,2013-01-30,152,0,75,75
11849,Jaclyn Chen,40,36-49,New,37,1,2,2,2013-05-11,148,0,37,37
11850,Peter Pal,45,36-49,New,40,1,2,2,2013-02-05,151,0,40,40
11851,Kristopher Suri,47,36-49,New,50,1,4,4,2013-12-09,141,0,50,50
11852,Devon Luo,46,36-49,Regular,4658,2,3,2,2013-12-18,141,19,2329,245
11853,Kaylee Edwards,46,36-49,Regular,4633,2,3,3,2013-12-02,141,19,2316,243
11854,Billy Alonso,47,36-49,New,40,1,2,2,2013-11-20,142,0,40,40
11855,Tasha Pal,42,36-49,New,40,1,2,2,2013-05-27,148,0,40,40
11856,Ebony Mehta,41,36-49,Regular,4660,2,3,3,2013-12-18,141,19,2330,245
11857,Summer Sai,47,36-49,New,71,1,4,4,2013-11-28,142,0,71,71
11858,Lance Carlson,48,36-49,New,5,1,1,1,2013-07-25,146,0,5,5
11859,Julio Romero,48,36-49,Regular,4886,2,2,2,2013-12-06,141,19,2443,257
11860,Deborah Tang,47,36-49,New,5,1,1,1,2014-01-16,140,0,5,5
11861,Arianna Sanders,48,36-49,New,5,1,1,1,2013-07-15,146,0,5,5
11862,Cedric Kumar,50,50-64,Regular,4664,2,5,5,2013-12-25,141,19,2332,245
11863,Devin Hughes,55,50-64,New,70,1,3,3,2013-07-24,146,0,70,70
11864,Derrick Navarro,45,36-49,New,540,1,1,1,2013-07-28,146,0,540,540
11865,Hunter Thomas,64,50-64,New,30,1,1,1,2013-04-19,149,0,30,30
11866,Mason Hall,52,50-64,New,571,1,4,4,2013-07-23,146,0,571,571
11867,Stephanie Hall,80,65 and Above,New,37,1,3,3,2013-10-02,143,0,37,37
11868,William Thompson,46,36-49,New,6,1,2,2,2013-03-25,150,0,6,6
11869,Max Ruiz,39,36-49,New,39,1,2,2,2013-07-31,146,0,39,39
11870,Ernest Sun,40,36-49,New,34,1,2,2,2013-12-13,141,0,34,34
11871,Rafael Lu,39,36-49,New,40,1,2,2,2013-09-19,144,0,40,40
11872,Barbara Chen,41,36-49,New,69,1,3,3,2013-04-24,149,0,69,69
11873,David Coleman,46,36-49,New,561,1,2,2,2013-07-24,146,0,561,561
11874,Sara Bailey,58,50-64,New,540,1,1,1,2013-07-18,146,0,540,540
11875,Robert Williams,58,50-64,New,540,1,1,1,2013-07-21,146,0,540,540
11876,Drew Anand,58,50-64,New,549,1,2,2,2013-04-21,149,0,549,549
11877,Robert Russell,59,50-64,New,556,1,4,4,2013-04-13,149,0,556,556
11878,Jenna Campbell,53,50-64,New,575,1,2,2,2013-04-18,149,0,575,575
11879,Xavier Griffin,53,50-64,VIP,5962,2,2,2,2013-10-10,143,27,2981,220
11880,Angelica Ross,58,50-64,New,554,1,3,3,2013-04-09,149,0,554,554
11881,Jocelyn Russell,53,50-64,New,563,1,4,4,2013-04-14,149,0,563,563
11882,Ashley Harris,60,50-64,New,549,1,2,2,2013-04-27,149,0,549,549
11883,Wyatt Martinez,54,50-64,VIP,5997,2,3,3,2013-11-18,142,28,2998,214
11884,Charles Jones,53,50-64,New,101,1,4,4,2013-08-26,145,0,101,101
11885,Xavier Morgan,53,50-64,New,30,1,1,1,2013-03-21,150,0,30,30
11886,Danielle Richardson,47,36-49,New,35,1,2,2,2013-12-26,141,0,35,35
11887,Caleb Henderson,53,50-64,New,549,1,2,2,2013-03-30,150,0,549,549
11888,Andrea King,52,50-64,New,599,1,3,3,2013-04-16,149,0,599,599
11889,Mason Richardson,60,50-64,New,578,1,4,4,2013-04-27,149,0,578,578
11890,Abigail Long,60,50-64,New,540,1,1,1,2013-04-26,149,0,540,540
11891,Julia Long,55,50-64,VIP,5971,2,3,3,2013-11-25,142,28,2985,213
11892,Alexis Hall,55,50-64,New,70,1,3,3,2013-11-09,142,0,70,70
11893,Andrea Gonzalez,61,50-64,New,70,1,3,3,2013-05-12,148,0,70,70
11894,Timothy Mitchell,61,50-64,New,561,1,2,2,2013-08-25,145,0,561,561
11895,Chloe Miller,60,50-64,VIP,6056,2,4,4,2013-02-13,151,19,3028,318
11896,Danielle Ramirez,61,50-64,New,32,1,2,2,2013-03-07,150,0,32,32
11897,Eduardo Perez,60,50-64,VIP,6029,2,3,3,2013-01-28,152,18,3014,334
11898,Logan Miller,62,50-64,New,600,1,4,4,2013-04-01,149,0,600,600
11899,Arianna Ramirez,56,50-64,New,562,1,4,4,2013-05-08,148,0,562,562
11900,Melanie Washington,62,50-64,New,540,1,1,1,2013-05-02,148,0,540,540
11901,Charles Carter,62,50-64,New,600,1,4,4,2013-04-30,149,0,600,600
11902,Hunter Li,61,50-64,New,540,1,1,1,2013-05-16,148,0,540,540
11903,Katherine Stewart,56,50-64,VIP,5971,2,3,3,2013-11-06,142,28,2985,213
11904,Pedro Madan,62,50-64,New,32,1,2,2,2013-09-21,144,0,32,32
11905,Hailey Stewart,62,50-64,VIP,6054,2,3,3,2013-04-29,149,21,3027,288
11906,Mitchell Shen,50,50-64,Regular,4761,2,6,5,2013-12-23,141,19,2380,250
11907,Joe Schmidt,50,50-64,Regular,4625,2,2,1,2013-12-25,141,18,2312,256
11908,Jessie Moreno,45,36-49,Regular,4625,2,2,1,2013-11-30,142,17,2312,272
11909,Barry Sai,52,50-64,Regular,4169,2,3,3,2013-11-23,142,17,2084,245
11910,Eddie Ortega,50,50-64,Regular,4662,2,4,4,2013-12-06,141,18,2331,259
11911,Tommy Goel,51,50-64,Regular,3981,2,5,5,2013-11-05,142,17,1990,234
11912,Latoya Tang,52,50-64,Regular,3883,2,2,2,2013-11-17,142,17,1941,228
11913,Gregory Raje,46,36-49,New,40,1,2,2,2013-08-26,145,0,40,40
11914,Mallory Moreno,45,36-49,Regular,4660,2,3,2,2013-12-25,141,18,2330,258
11915,Valerie Lu,50,50-64,Regular,4684,2,4,3,2013-12-05,141,19,2342,246
11916,Faith Gray,53,50-64,New,60,1,2,2,2013-04-04,149,0,60,60
11917,Carly Shen,53,50-64,New,14,1,2,2,2013-06-27,147,0,14,14
11918,Raquel Romero,47,36-49,New,59,1,2,2,2013-09-10,144,0,59,59
11919,Maurice She,54,50-64,New,5,1,1,1,2013-03-03,150,0,5,5
11920,Calvin Jai,54,50-64,New,5,1,1,1,2013-10-06,143,0,5,5
11921,Stanley Rana,53,50-64,New,59,1,2,2,2013-08-12,145,0,59,59
11922,Calvin Andersen,55,50-64,New,92,1,4,4,2013-11-26,142,0,92,92
11923,Kelsey Shen,52,50-64,Regular,4648,2,5,5,2013-12-24,141,18,2324,258
11924,Heidi Martinez,51,50-64,New,69,1,3,3,2013-07-27,146,0,69,69
11925,Mason Lopez,50,50-64,New,22,1,1,1,2013-12-28,141,0,22,22
11926,Marie Sanchez,56,50-64,New,91,1,4,4,2013-02-11,151,0,91,91
11927,Karla Shen,50,50-64,New,135,1,6,6,2013-09-03,144,0,135,135
11928,Keith Yuan,57,50-64,Regular,3937,2,3,3,2013-12-17,141,18,1968,218
11929,Jon Guo,57,50-64,Regular,3914,2,5,5,2013-12-18,141,19,1957,206
11930,Natalie Nelson,57,50-64,New,59,1,2,2,2013-06-13,147,0,59,59
11931,Isabella Davis,52,50-64,Regular,4674,2,5,5,2013-12-03,141,18,2337,259
11932,Brett Raman,47,36-49,Regular,4900,2,4,4,2013-12-27,141,18,2450,272
11933,Logan Johnson,92,65 and Above,New,3883,2,2,2,2013-01-19,152,7,1941,554
11934,Maurice Jai,52,50-64,New,4169,2,3,3,2013-01-14,152,8,2084,521
11935,Kelli Chande,57,50-64,Regular,3918,2,3,3,2013-12-04,141,18,1959,217
11936,Tonya Kumar,57,50-64,Regular,4173,2,4,4,2013-12-11,141,18,2086,231
11937,Tamara Shen,53,50-64,Regular,3952,2,5,5,2013-12-03,141,18,1976,219
11938,Jill Diaz,58,50-64,Regular,3947,2,5,5,2013-12-13,141,18,1973,219
11939,Jose Baker,53,50-64,Regular,4179,2,3,3,2013-12-18,141,18,2089,232
11940,Hector Blanco,58,50-64,Regular,4173,2,4,4,2013-12-11,141,18,2086,231
11941,Rebekah Arthur,59,50-64,Regular,3961,2,4,4,2013-12-12,141,18,1980,220
11942,Briana Ashe,53,50-64,New,4207,2,4,4,2013-01-05,152,8,2103,525
11943,Destiny Bailey,48,36-49,New,59,1,2,2,2013-07-04,146,0,59,59
11944,Brittney She,60,50-64,Regular,3972,2,4,4,2013-12-02,141,18,1986,220
11945,Timothy Parker,59,50-64,Regular,4144,2,2,2,2013-12-16,141,18,2072,230
11946,Jodi Lal,61,50-64,New,64,1,3,3,2013-05-07,148,0,64,64
11947,Linda Sanz,49,36-49,New,13,1,2,2,2013-03-20,150,0,13,13
11948,Bryant Kapoor,61,50-64,New,3912,2,4,4,2013-02-22,151,8,1956,489
11949,Danielle Torres,86,65 and Above,New,76,1,2,2,2013-03-03,150,0,76,76
11950,Lucas Turner,55,50-64,New,40,1,2,2,2013-05-01,148,0,40,40
11951,Gavin Butler,86,65 and Above,New,72,1,2,2,2013-04-18,149,0,72,72
11952,Nicole Cox,56,50-64,New,3918,2,3,3,2013-02-02,151,8,1959,489
11953,Chelsea Mehta,56,50-64,New,4242,2,5,5,2013-03-23,150,9,2121,471
11954,Luke Baker,57,50-64,New,40,1,2,2,2013-02-23,151,0,40,40
11955,Barbara Liang,56,50-64,New,3900,2,4,4,2013-03-26,150,9,1950,433
11956,Justin Thompson,57,50-64,New,4179,2,3,3,2013-03-23,150,9,2089,464
11957,Leslie Suarez,52,50-64,New,14,1,2,2,2013-08-26,145,0,14,14
11958,Randy Guo,57,50-64,New,64,1,3,3,2013-10-20,143,0,64,64
11959,Nicole Davis,52,50-64,New,40,1,2,2,2013-08-11,145,0,40,40
11960,Brandy Fernandez,59,50-64,Regular,4208,2,5,5,2013-12-22,141,18,2104,233
11961,Julie Yuan,53,50-64,Regular,3918,2,3,3,2013-12-25,141,18,1959,217
11962,Douglas Malhotra,53,50-64,New,5,1,1,1,2013-09-18,144,0,5,5
11963,Nina She,53,50-64,New,3892,2,3,3,2013-03-24,150,9,1946,432
11964,Casey Martin,62,50-64,New,40,1,2,2,2013-05-30,148,0,40,40
11965,Willie Ye,51,50-64,New,59,1,2,2,2013-03-23,150,0,59,59
11966,Eric Hayes,79,65 and Above,New,124,1,2,2,2013-05-27,148,0,124,124
11967,Carrie Gomez,84,65 and Above,New,7,1,2,2,2013-09-21,144,0,7,7
11968,Jodi Chapman,58,50-64,New,3918,2,3,3,2013-04-18,149,10,1959,391
11969,Rachel Smith,43,36-49,New,70,1,3,3,2013-08-24,145,0,70,70
11970,Logan Perez,45,36-49,New,32,1,2,2,2013-05-25,148,0,32,32
11971,Taylor Martin,44,36-49,New,40,1,2,2,2014-01-08,140,0,40,40
11972,Mary Phillips,43,36-49,New,79,1,4,4,2013-02-15,151,0,79,79
11973,Morgan Howard,39,36-49,New,3578,1,1,1,2011-07-09,170,0,3578,3578
11974,Bailey James,40,36-49,New,540,1,1,1,2013-05-28,148,0,540,540
11975,Alan Lin,73,65 and Above,New,7,1,2,2,2013-12-28,141,0,7,7
11976,Erika Vazquez,83,65 and Above,New,7,1,2,2,2013-03-23,150,0,7,7
11977,Courtney Turner,41,36-49,New,3578,1,1,1,2011-07-06,170,0,3578,3578
11978,Eric Foster,42,36-49,VIP,5971,2,3,3,2013-11-25,142,27,2985,221
11979,Ian Patterson,42,36-49,New,70,1,3,3,2013-05-27,148,0,70,70
11980,Devon Jai,81,65 and Above,New,81,1,3,3,2013-12-31,141,0,81,81
11981,Theodore Hernandez,42,36-49,New,79,1,4,4,2013-11-06,142,0,79,79
11982,Oscar Washington,43,36-49,New,30,1,1,1,2013-02-05,151,0,30,30
11983,Amanda Flores,43,36-49,New,92,1,4,4,2013-12-12,141,0,92,92
11984,Madison Miller,43,36-49,New,70,1,3,3,2013-03-05,150,0,70,70
11985,Maria Bennett,41,36-49,New,7,1,2,2,2013-07-21,146,0,7,7
11986,Cameron Robinson,40,36-49,New,35,1,2,2,2013-12-20,141,0,35,35
11987,Hailey Phillips,40,36-49,New,81,1,4,4,2013-10-01,143,0,81,81
11988,Carly Jai,79,65 and Above,Regular,2757,2,3,3,2013-07-16,146,13,1378,212
11989,Jerome Dominguez,74,65 and Above,Regular,3942,2,4,4,2013-12-05,141,18,1971,219
11990,Patricia Madan,80,65 and Above,Regular,4194,2,3,3,2013-12-06,141,18,2097,233
11991,Megan Butler,43,36-49,New,70,1,3,3,2013-05-16,148,0,70,70
11992,Alyssa Stewart,43,36-49,New,30,1,1,1,2013-04-24,149,0,30,30
11993,Morgan Jenkins,45,36-49,New,35,1,2,2,2013-06-03,147,0,35,35
11994,Austin Yang,46,36-49,New,608,1,4,4,2013-05-14,148,0,608,608
11995,Xavier Sanchez,48,36-49,New,565,1,3,3,2013-08-25,145,0,565,565
11996,Chloe Allen,48,36-49,New,540,1,1,1,2013-08-26,145,0,540,540
11997,Isabella Bryant,48,36-49,VIP,6060,2,5,5,2013-06-29,147,22,3030,275
11998,Jordan Henderson,47,36-49,VIP,6035,2,4,4,2013-06-24,147,22,3017,274
11999,Lucas Williams,51,50-64,New,608,1,4,4,2013-08-18,145,0,608,608
12000,Lauren Washington,46,36-49,VIP,5329,2,3,3,2012-12-28,153,16,2664,333
12001,Jackson Hill,51,50-64,New,554,1,3,3,2013-08-01,145,0,554,554
12002,Victoria Henderson,53,50-64,New,94,1,4,4,2014-01-13,140,0,94,94
12003,Julio Munoz,53,50-64,New,37,1,3,3,2013-10-07,143,0,37,37
12004,Arthur Hernandez,52,50-64,New,67,1,5,5,2013-04-12,149,0,67,67
12005,Ashley Robinson,52,50-64,New,32,1,2,2,2013-04-22,149,0,32,32
12006,Raymond Fernandez,46,36-49,New,57,1,3,3,2013-10-30,143,0,57,57
12007,Luke Sharma,40,36-49,New,32,1,2,2,2013-04-20,149,0,32,32
12008,Seth Lee,41,36-49,New,39,1,3,3,2013-10-30,143,0,39,39
12009,Isaac Sanchez,40,36-49,New,15,1,2,2,2013-04-06,149,0,15,15
12010,Sheena She,75,65 and Above,New,60,1,2,2,2013-05-16,148,0,60,60
12011,Dalton Thomas,42,36-49,New,7,1,2,2,2013-12-06,141,0,7,7
12012,Seth Cook,42,36-49,New,64,1,3,3,2013-10-30,143,0,64,64
12013,Isaiah Rivera,42,36-49,New,15,1,2,2,2013-06-30,147,0,15,15
12014,Mathew Carlson,73,65 and Above,New,5,1,1,1,2013-09-07,144,0,5,5
12015,Louis Yang,74,65 and Above,New,13,1,2,2,2013-06-20,147,0,13,13
12016,Cassandra Mehta,74,65 and Above,New,14,1,2,2,2013-08-08,145,0,14,14
12017,Juan Rivera,49,36-49,New,563,1,3,3,2013-08-13,145,0,563,563
12018,Victoria Powell,49,36-49,New,561,1,2,2,2013-08-05,145,0,561,561
12019,Alison Rai,49,36-49,New,563,1,3,3,2013-08-13,145,0,563,563
12020,Richard White,49,36-49,New,608,1,4,4,2013-08-22,145,0,608,608
12021,Emma Garcia,49,36-49,New,613,1,5,5,2013-05-15,148,0,613,613
12022,Hannah Jones,57,50-64,New,107,1,6,6,2014-01-04,140,0,107,107
12023,Stefanie Mehta,56,50-64,New,564,1,2,2,2013-08-14,145,0,564,564
12024,Jocelyn Bradley,57,50-64,New,7,1,2,2,2013-05-24,148,0,7,7
12025,Naomi Vazquez,52,50-64,New,32,1,2,2,2013-03-25,150,0,32,32
12026,Emma Davis,58,50-64,New,107,1,4,4,2013-05-13,148,0,107,107
12027,Richard Richardson,58,50-64,New,30,1,1,1,2013-08-28,145,0,30,30
12028,Jessica Rogers,52,50-64,New,604,1,2,2,2013-08-20,145,0,604,604
12029,Fernando Griffin,58,50-64,New,37,1,3,3,2013-08-10,145,0,37,37
12030,Anna Taylor,58,50-64,New,600,1,4,4,2013-08-24,145,0,600,600
12031,Ian Ross,53,50-64,New,121,1,4,4,2013-04-03,149,0,121,121
12032,Aidan Jenkins,59,50-64,New,30,1,1,1,2013-08-30,145,0,30,30
12033,Brooke Morgan,53,50-64,New,70,1,3,3,2013-08-16,145,0,70,70
12034,Jesse Parker,59,50-64,New,549,1,2,2,2013-08-18,145,0,549,549
12035,Alex Turner,53,50-64,New,589,1,4,4,2013-08-18,145,0,589,589
12036,Melanie Cooper,58,50-64,New,540,1,1,1,2013-08-21,145,0,540,540
12037,Maria Howard,53,50-64,New,562,1,4,4,2013-08-14,145,0,562,562
12038,Caleb Green,59,50-64,New,624,1,5,5,2013-08-16,145,0,624,624
12039,Lucas Wood,65,65 and Above,New,32,1,2,2,2014-01-21,140,0,32,32
12040,Sydney Reed,64,50-64,New,564,1,2,2,2013-05-13,148,0,564,564
12041,Wyatt Scott,65,65 and Above,New,561,1,2,2,2013-05-16,148,0,561,561
12042,Seth Morgan,65,65 and Above,New,565,1,3,3,2013-05-24,148,0,565,565
12043,Natalie Garcia,64,50-64,New,561,1,2,2,2013-08-11,145,0,561,561
12044,Riley Blue,65,65 and Above,New,589,1,4,4,2013-08-12,145,0,589,589
12045,Katherine Moore,64,50-64,New,30,1,1,1,2013-12-20,141,0,30,30
12046,Aidan Patterson,65,65 and Above,New,37,1,3,3,2013-04-09,149,0,37,37
12047,Gabriel Patterson,60,50-64,New,35,1,2,2,2013-06-15,147,0,35,35
12048,Pamela Malhotra,84,65 and Above,New,37,1,3,3,2013-02-16,151,0,37,37
12049,Valerie Xu,84,65 and Above,New,554,1,3,3,2013-08-11,145,0,554,554
12050,Isabella Hughes,83,65 and Above,New,51,1,3,3,2013-05-01,148,0,51,51
12051,Gina Moreno,84,65 and Above,New,35,1,2,2,2013-03-02,150,0,35,35
12052,Jack Hall,83,65 and Above,New,70,1,3,3,2013-02-04,151,0,70,70
12053,Jesse Green,83,65 and Above,New,35,1,2,2,2013-03-18,150,0,35,35
12054,Steven Stewart,84,65 and Above,New,30,1,1,1,2013-08-04,145,0,30,30
12055,Anna Bailey,54,50-64,New,70,1,3,3,2013-10-28,143,0,70,70
12056,David Moore,59,50-64,New,30,1,1,1,2013-07-14,146,0,30,30
12057,Seth Diaz,54,50-64,New,70,1,3,3,2013-08-20,145,0,70,70
12058,Alyssa Perry,60,50-64,New,599,1,3,3,2013-08-16,145,0,599,599
12059,Caitlin Richardson,66,65 and Above,VIP,6021,2,4,4,2013-12-22,141,28,3010,215
12060,Michelle Rivera,66,65 and Above,New,589,1,4,4,2013-07-31,146,0,589,589
12061,Spencer Price,66,65 and Above,New,600,1,4,4,2013-08-10,145,0,600,600
12062,Isabella Long,68,65 and Above,New,127,1,6,6,2013-05-31,148,0,127,127
12063,Jeremiah Sanders,62,50-64,New,30,1,1,1,2013-03-10,150,0,30,30
12064,Natalie Reed,82,65 and Above,New,120,1,4,4,2013-10-13,143,0,120,120
12065,Jennifer Thompson,83,65 and Above,New,37,1,3,3,2013-12-16,141,0,37,37
12066,Alexander Rodriguez,83,65 and Above,New,30,1,1,1,2013-04-11,149,0,30,30
12067,Derek Nath,83,65 and Above,New,70,1,3,3,2013-06-24,147,0,70,70
12068,Austin Lal,72,65 and Above,New,618,1,4,4,2013-05-03,148,0,618,618
12069,Kelli Pal,82,65 and Above,New,85,1,3,3,2013-05-31,148,0,85,85
12070,Ryan Shan,80,65 and Above,New,37,1,3,3,2013-11-11,142,0,37,37
12071,Anna Gray,79,65 and Above,New,70,1,3,3,2013-02-14,151,0,70,70
12072,Natalie Hall,79,65 and Above,New,5,1,1,1,2013-02-03,151,0,5,5
12073,Haley Gonzales,74,65 and Above,New,32,1,2,2,2013-06-08,147,0,32,32
